text,label
omgoodness this wa quick easy and delicious thank you for sharing i cannot wait for my cookbook from you,0
hi anne i’m so glad you loved it,0
omgoodness this wa quick easy and delicious thank you for sharing i cannot wait for my cookbook from you,0
i love the idea of using tofu i’m not vegan but i really like tofu and i can imagine the flavor using it in this recipe great idea,0
then for more lunch inspo check out these 41 healthy lunch idea,0
extra-virgin olive oil for brushing 2 scallion diced 1 garlic clove minced 2 tablespoon chopped cilantro stem plus 12 cup leaf reserved 14 teaspoon sea salt more to taste freshly ground black pepper 14 teaspoon cumin more to taste 1 lime zest and juice 1 cup cooked brown rice optional,1
remove any tough woody part from the broccoli stalk if the outer skin of the stalk is very tough you can peel it with a vegetable peeler chop the remaining stalk and the floret into 1-inch piece place into a food processor and pulse until the broccoli is broken up into tiny rice-sized piece this should yield about 2 cup of “riced” broccoli stop there and use your broccoli rice in any recipe that call for broccoli rice or cauliflower rice to make cilantro-lime broccoli rice heat a nonstick skillet over medium-low heat and brush with olive oil add the riced broccoli the scallion garlic cilantro stem salt and a few grind of pepper cook and stir for 1 minute until lightly warmed but still bright green remove the pan from the heat and stir in the cumin lime zest and a squeeze of lime juice stir in the brown rice if using season to taste and serve,2
ooh your breakfast frittata sound so good i’m glad you enjoyed the broccoli rice in the mix,0
great trick for low carb dinner,0
and for more of my favorite rice recipe check out this post,0
sound yum i will definitely try this another idea for the stem is to chop up and add to fried rice i have stored stem in the freezer and made broccoli soup with them too thank you,0
if you love this recipe try cooking these plant-based basic next,0
2 tablespoon tamari more for serving 2 tablespoon rice vinegar 2 tablespoon lime juice 2 garlic clove minced 2 teaspoon cane sugar ½ teaspoon sriracha more for serving ½ cup cooked black bean drained and rinsed 2 tablespoon pickled ginger ¼ cup thinly sliced fresh basil ¼ cup toasted peanut optional sprinkle of sesame seed optional ¼ to ½ avocado optional,1
make the dressing in a small bowl whisk together the tamari vinegar lime juice garlic cane sugar and sriracha bring a small pot of salted water to a boil and place a bowl of ice water nearby blanch the snap pea by placing them in the boiling water for 1½ minute then scoop them into the ice water to stop the cooking process once cooled drain pat dry and chop assemble the bowl with the rice shredded cabbage carrot cucumber mango black bean pickled ginger and basil top with the toasted peanut sesame seed and avocado if using drizzle bowl with half the dressing and serve the rest on the side along with tamari and sriracha if desired,2
portobello burrito bowl chipotle in adobo sauce are the secret ingredient in this sweet and smoky bowl tame the heat with pineapple or mango salsa and plenty of guac,0
tamago kake gohan this japanese comfort food is traditionally eaten for breakfast but i’d happily devour it at any time of day,0
we love to eat travel cook and eat some more we create & photograph vegetarian recipe from our home in chicago while our shiba pup eat the kale stem that fall on the kitchen floor,0
want to get creative with your weeknight dinner these easy rice bowl recipe are just the thing for you theyre flexible fun and delicious,0
spicy mango and avocado rice bowl have you ever cooked black forbidden rice it add nutty flavor to these sweet and spicy bowl and it give them a striking look if you can find it you should try it but if you can’t don’t worry white or brown basmati rice would work equally well here,0
large egg,1
place egg in a medium pot and cover with cold water by 1 inch bring to a boil then cover the pot and turn the heat off let the egg cook covered for 9 to 12 minute depending on your desired done-ness see photo transfer the egg to a bowl of ice water and chill for 14 minute this make the egg easier to peel peel and enjoy,2
finally move them to an ice bath when the time is up drain the egg and transfer them to a large bowl of ice water to stop the cooking process leave them in the ice bath for at least 14 minute before you peel the egg,0
hi lois i’m so glad you love the recipe,0
they were perfect,0
i finally got it right after 50 year thanks perfectly cooked i used jumbo egg so i added one extra minute to the cook time gas stove – 6 room temp jumbo eggs- left pot on same burner after shutting gas- 13 min cook time then 20 min in ice bath peeled so easily- ate one immediately and it wa delish,0
finally move them to an ice bath when the time is up drain the egg and transfer them to a large bowl of ice water to stop the cooking process leave them in the ice bath for at least 14 minute before you peel the egg,0
2 tablespoon extra-virgin olive oil 3 garlic clove minced 1 tablespoon lemon zest 2 tablespoon lemon juice 34 teaspoon sea salt freshly ground black pepper 1 ½ teaspoon cumin seed 2 cup cooked chickpea drained and rinsed 1 cup cherry tomato halved 4 medjool date pitted and diced 3 persian cucumber sliced into thin half moon ⅓ cup chopped roasted red pepper ¼ cup finely chopped parsley 3 ounce goat cheese ¼ cup fresh mint ⅓ cup roasted chickpea optional,1
in a large bowl combine the olive oil garlic lemon zest lemon juice salt and several grind of pepper in a small skillet over medium-low heat toast the cumin seed until aromatic about 30 second remove from the heat and crush them a bit a mortar & pestle is easiest for this add them to the bowl and stir add the chickpea tomato date cucumber red pepper and parsley to the bowl and toss transfer to a serving platter and dollop with the goat cheese sprinkle with mint and top with the extra roasted chickpea if desired season to taste and serve,2
doe anyone know how many calorie this recipe is,0
turmeric cauliflower fried rice this curry-spiced cauliflower rice check all the weeknight-friendly box it’s easy to make it requires minimal ingredient and it’s far more than the sum of it part chickpea give it heft toasted cashew add crunch and lime and curry spice fill it with warm bright flavor,0
doe anyone know how many calorie this recipe is,0
orecchiette pasta you could make a thousand variation on this easy pasta recipe and it would come out delicious every time finish it with vegan parmesan or the real thing add a splash of white wine or a squeeze of lemon swap the veggie or top it with pesto pasta chickpea are a fantastic blank canvas and you really can’t go wrong,0
sunshine sweet potato curry page 193 of love and lemon every day there’s more to this curry than meet the eye it creamy aromatic sauce get it velvety texture and sunny color from a secret ingredient – blended sweet potato,0
12 ounce spaghetti ½ to 1 cup pasta water ¼ cup extra-virgin olive oil 4 garlic clove thinly sliced ¼ to ½ teaspoon red pepper flake 1 large bunch lacinato kale stemmed and chopped ½ teaspoon sea salt freshly ground black pepper 1 teaspoon lemon zest 1 teaspoon lemon juice ⅓ cup chopped parsley parmesan or vegan parmesan for serving,1
prepare the pasta according to the package direction in a pot of salted boiling water until al dente reserve 1 cup of the pasta cooking water before draining the pasta heat the oil in a large skillet over medium heat add the garlic and red pepper flake stir and cook 30 second to 1 minute until the garlic is lightly browned around the edge add the kale salt and several grind of pepper and cook tossing with tongs until the kale is wilted up to 1 minute add the spaghetti and toss to combine add ½ cup pasta water lemon juice lemon zest and toss if the pasta is seeming too dry add the remaining ½ cup pasta water to create a light sauce season to taste garnish with parsley and serve with parmesan or vegan parmesan,2
such a simple but delish pasta there’s so much flavor from just a few ingredient it wa so easy to make i’ll definitely be making it regularly,0
if you love this spaghetti aglio e olio recipe try one of these easy pasta recipe next,0
your email address will not be published required field are marked,0
spaghetti aglio e olio ha been my go-to order at italian restaurant for year but recently it’s become one of my favorite dish to make at home it come together in just 20 minute it us a handful of pantry ingredient and it’s simply delicious if you have pasta garlic and olive oil in your kitchen try it tonight if you’re anything like me you’ll make it again the next night and again the next 🙂 yep it’s that good,0
your email address will not be published required field are marked,0
2 tablespoon extra-virgin olive oil 2 tablespoon white wine vinegar 1 tablespoon fresh orange juice plus 1 teaspoon zest 1 tablespoon fresh lemon juice ½ teaspoon maple syrup ½ teaspoon ground cumin ½ teaspoon ground coriander ¼ teaspoon cinnamon ½ teaspoon sea salt freshly ground black pepper,1
make the dressing in a small bowl whisk together the olive oil vinegar orange juice zest lemon juice maple syrup cumin coriander cinnamon salt and a pinch of pepper set aside heat the oil in a large skillet over medium heat add the scallion garlic pinch of salt and pepper and cook for 1 minute until soft reduce heat to low and add the cooked rice using the back of a wooden spoon to break up any clump heat until warmed through turn off the heat and stir in the dressing pistachio parsley and pomegranate top with mint leaf and roasted chickpea if using season to taste and serve,2
like many of you jack and i have been limiting our trip to the store over the last few week a i’ve cooked my way through my pantry i’ve had so much fun revisiting some of my favorite rice recipe in case you’re looking for idea to use the rice in your cupboard i’m sharing 25 easy rice recipe below they include everything from curry to sushi to veggie burger and nearly all of them are flexible use whatever variety of rice you have on hand and if you don’t have a specific vegetable or herb swap in what you do have now let’s cook rice,0
mango ginger rice bowl this easy bowl is one of the most refreshing rice recipe out there it’s filled with crisp veggie pickled ginger fresh basil and a light bright tamari-lime sauce,0
hi sara i’m so glad these post have been helpful i use my rice cooker all the time here’s how,0
broccoli rice black bean burrito page 149 of love and lemon every day we’re all crazy for cauliflower rice but i’m here to tell you that broccoli rice deserves just a much love mix this vibrant veggie rice with regular rice for texture and load it into burrito or bowl with avocado black bean pico de gallo and a sprinkle of cheese,0
your email address will not be published required field are marked,0
2 cup all-purpose flour 1½ teaspoon baking powder ½ teaspoon baking soda 1 teaspoon sea salt 1 cup packed brown sugar ½ cup melted coconut oil ⅓ cup tahini see note 6 tablespoon water 2 teaspoon vanilla extract 1 heaping cup dark chocolate chip,1
preheat the oven to 350°f and line 2 baking sheet with parchment paper in a medium bowl whisk together the flour baking powder baking soda and salt until combined in a large bowl whisk together the brown sugar coconut oil tahini water and vanilla until smooth pour the dry ingredient into the bowl of wet ingredient and use a spatula to combine fold in the chocolate chip use a 2-tablespoon cookie scoop to scoop the dough onto the baking sheet bake one sheet at a time for 12 to 14 minute remove from the oven and let cool on the baking sheet for at least 10 minute,2
your email address will not be published required field are marked,0
see the full recipe at the bottom of this post,0
hi emma our peanut butter cookie recipe doesn’t have egg i’d give this one a try instead httpswwwloveandlemonscompeanut-butter-cookies,0
ohmygosh wow i am in cookie heaven this recipe impressed me so much with how light and fluffy the cooky came out with such a classic chocolate chip cookie flavor this is probably the best chocolate chip cookie recipe i’ve ever made plant-based or not side note – i used whole wheat pastry flour in place of all purpose flour and they came out perfect thank you,0
i’m taking a couple dozen to a meeting tomorrow — although i don’t really want to share them,0
avocado or guacamole greek yogurt jalapeños cilantro or pickled onion 1 small yellow onion chopped 2 garlic clove minced 1 red bell pepper diced 1 14-ounce can diced fire-roasted tomato 1 12 cup cooked pinto bean drained and rinsed 1 12 cup cooked kidney bean drained and rinsed 1 cup water or broth 3 chipotle pepper from canned chipotle in adobo diced plus 3 tablespoon sauce 1 cup corn kernel fresh or frozen ½ teaspoon sea salt freshly ground black pepper 1 tablespoon lime juice plus wedge for serving,1
heat the oil in a large pot over medium heat add the onion a few pinch of salt and pepper and stir cook until the onion is translucent 5 minute then add the garlic and red pepper stir and cook until soft 5 to 8 minute turning the heat down a needed add the tomato bean water chipotle adobo sauce corn salt and a few grind of pepper cover reduce the heat to low and simmer for 25 minute stirring occasionally until the chili ha thickened stir in the lime juice and season to taste serve with desired topping,2
curried parsnip & white bean soup page 223 of the love and lemon cookbook can you guess how this soup get it velvety texture blended white bean of course curried spice and apple highlight the sweet nutty flavor of the parsnip in this simple comforting soup,0
creamy potato soup there’s no cream or dairy in this plant-based potato soup instead it get it comforting creamy texture from blended potato and white bean,0
however these recipe do look great – i’ll be trying the mushroom & white bean pot pie a soon a i find some white bean,0
if the grocery store shelf are any indication we’re all on the hunt for good bean recipe right now i don’t know what it’s like where you are but in chicago it’s hard to find canned or dried bean anywhere jack and i may have had to visit a few extra grocery store a a result but at the same time i’ve been happy to see that people are buying bean they’re a fantastic source of plant-based protein fiber and other nutrient they keep for week and they’re delicious,0
mango ginger rice bowl in this recipe i take the classic combination of bean and rice in a totally new direction i dress them up with crisp veggie creamy avocado diced mango and a tangy tamari-lime sauce a scoop of pickled ginger take it all over the top,0
onion quarter halved shallot smashed or sliced garlic clove scrap veggie scallion top fennel frond herb stem desired spice bay leaf peppercorn,1
skip the soaking process rinse then place 2 cup split pea in a large pot with 4 cup of water and 12 teaspoon sea salt bring to a boil then reduce to a simmer cover and cook until soft 25 to 40 minute season to taste split pea will become mushy in texture similar to red lentil theyre great for thickening soup and stew place the bean in a large pot and cover with 2 inch of water bring to a gentle boil reduce the heat and simmer uncovered for 30 minute skim any foam off the top then add 2 teaspoon sea salt and desired aromatics continue simmering until tender but not mushy up to 2 more hour stirring occasionally the timing will depend on the type and freshness of your bean i typically check them every 30 minute if they start to look dry add a bit more water to the pot when the bean are tender discard the aromatics season to taste with more salt and pepper store cooked bean in the fridge for up to 5 day or freeze for several month,2
of course you can also use dried bean anytime you’d use canned – in bowl soup taco and more cook a big batch and freeze them to have on hand trust me you’ll thank yourself later,0
we love to eat travel cook and eat some more we create & photograph vegetarian recipe from our home in chicago while our shiba pup eat the kale stem that fall on the kitchen floor,0
comment,0
loved learning how to cook bean try cooking one of these pantry staple next,0
hi cheryl so glad the bean came out well for you,0
1 recipe vegan cheese 12 ounce elbow macaroni 12 cup reserved pasta water sea salt,1
make the vegan cheese and set aside prepare the pasta according to the package direction cooking in a pot of salted boiling water until al dente reserve 12 cup of the pasta cooking water before draining drain and transfer the pasta back to the pot stir in the vegan cheese adding up to 12 cup pasta water to loosen the sauce a necessary season to taste and serve,2
then find 25 more easy pasta recipe here,0
if you love this recipe try one of these yummy pasta recipe next,0
this wa amazing we made it with gluten free elbow and couldn’t even tell the difference my only feedback would be for anyone who want to brown it in the oven which we did after topping it with toasted gf panko highly recommend the sauce to pasta ratio looked like it would be a little dry so we reserved about 15 cup of cooked pasta and it came out perfect next time we make this we’ll probably just double the sauce so we can use up the full box of elbow in one go and have leftover queso thanks for a great recipe,0
i’m so glad everyone loved it,0
your email address will not be published required field are marked,0
1 12 cup granulated sugar 34 cup all-purpose flour 23 cup cocoa powder sifted if lumpy 12 cup powdered sugar sifted if lumpy 12 cup dark chocolate chip 34 teaspoon sea salt 2 large egg 12 cup extra-virgin olive oil 2 tablespoon water 12 teaspoon vanilla,1
preheat the oven to 325°f lightly spray an 8x8 baking dish with cooking spray and line it with parchment paper spray the parchment paper in a medium bowl combine the sugar flour cocoa powder powdered sugar chocolate chip and salt in a large bowl whisk together the egg olive oil water and vanilla sprinkle the dry mix over the wet mix and stir until just combined pour the batter into the prepared pan and use a spatula to smooth the top bake for 40 to 45 minute or until a toothpick come out with only a few crumb attached note it better to pull the brownie out early than to leave them in too long cool completely before slicing store in an airtight container at room temperature for up to 3 day these also freeze well,2
peanut butter cooky these easy peanut butter cooky have a delightful crumbly texture and sweet nutty flavor that we just can’t get enough of p they’re vegan too,0
blueberry muffin you don’t need to have fresh blueberry on hand to make these light fluffy muffin frozen berry straight from the freezer work just a well no need to thaw,0
lemon thyme shortbread cooky a love and lemon classic these 7-ingredient cooky are bright buttery and perfect alongside a hot cup of tea,0
vegan lemon muffin chia seed give these soft fluffy little muffin a lovely crunch and a healthy dose of omega-3 you can feel good about eating them for breakfast but they can also pas for dessert especially with a zesty cream cheese frosting on top,0
vegan sugar cooky these cooky are the perfect treat to bake and decorate with kid i love their puffy soft-baked texture but if you prefer to make cut-out sugar cooky this recipe is great too,0
2 tablespoon coconut oil 1 medium onion chopped 4 garlic clove minced 3 tablespoon minced ginger 1 tablespoon mild curry powder ¼ teaspoon crushed red pepper flake more to taste 1 28-ounce can fire roasted diced tomato 1 cup dried french green lentil rinsed and drained 2½ cup water 1 14-ounce can full-fat coconut milk ½ teaspoon sea salt more to taste freshly ground black pepper ½ cup diced cilantro 2 tablespoon fresh lime juice,1
heat the oil in a large pot over medium heat add the onion and a pinch of salt and cook until soft and lightly browned around the edge 8 to 10 minute reducing the heat to low a needed with the heat on low add the garlic ginger curry powder and red pepper flake and cook stirring until fragrant about 2 minute add the tomato lentil water coconut milk ½ teaspoon salt and several grind of black pepper bring to a boil cover and reduce to a simmer stirring only occasionally until the lentil are tender 25 to 35 minute if your soup is too thick stir in 12 to 1 cup more water to reach your desired consistency stir in the cilantro and lime juice season to taste with salt and pepper and serve store leftover soup in the fridge for up to 4 day if it thickens too much in the fridge stir in a little water while you reheat it until you reach your desired soup consistency this soup also freeze well,2
potato soup this soup is creamy and comforting and you likely have all the ingredient on hand already,0
pesto pasta did you know that pesto freeze perfectly learn how to make it with nearly any herb or green here then blend up a big batch and freeze it in ice cube tray a long a you have pasta in the cupboard pesto pasta will be minute away any night of the week,0
comment,0
i’m so glad the post wa helpful,0
comment,0
¼ cup extra-virgin olive oil 2 tablespoon lemon juice 1 garlic clove grated ½ teaspoon dijon mustard ¼ teaspoon sea salt 1 avocado sliced 2 tablespoon pine nut ¼ cup shaved pecorino ¼ cup fresh mint leaf sea salt and freshly ground black pepper,1
prepare the roasted fennel according to these direction make the dressing in a small bowl whisk together the olive oil lemon juice garlic and dijon mustard in a medium bowl toss the sliced fennel with a few drizzle of the dressing set aside for 15 minute so the fennel softens a bit assemble the salad on a platter by arranging half of the sliced fennel all the roasted fennel radicchio and half of the citrus segment drizzle with a few spoonful of the dressing and sprinkle with salt layer the remaining fennel and the remaining citrus onto the salad top with the avocado pine nut pecorino and mint drizzle with more dressing sprinkle with salt and pepper and serve,2
i’m wanting to serve this for gourmet club – 8 guest ha anyone tried to plate this ahead of time so everyone is assured a bit of everything,0
this citrus salad will brighten up any winter day it refreshing light and filled with flavor from fennel fresh mint avocado and more,0
notify me of follow-up comment via e-mail,0
a zingy lemon vinaigrette tie it all together,0
notify me of follow-up comment via e-mail,0
1 fennel bulb frond removed and cut into wedge extra-virgin olive oil for drizzling sea salt and freshly ground black pepper,1
preheat the oven to 400°f and line a baking sheet with parchment paper toss the fennel wedge with olive oil salt and pepper and spread evenly onto the baking sheet roast 25 to 35 minute or until the fennel wedge are tender on the inside and browned around the edge,2
you can if you’d like,0
can i have your recipe i have fresh fennel bulb and stalk and leaf first time for me,0
these leaf on the fennel that look like dill are good to put in a juicer to cleanse the body,0
everyone go crazy for kale but if i had my way fennel would be all the rage too it’s one of the most underrated vegetable and if you’re not already cooking with it you absolutely should be it ha a fresh aromatic anise flavor and it can be eaten raw sautéed roasted or even added to soup and sauce if you’ve never worked with it before this funky-looking veggie might be intimidating from the outside but don’t let it scare you once you know how to approach it it’s easy to work with,0
hi mk i absolutely cannot stand licorice candy but i love fennel it might be a personal preference though so it’s hard to say,0
½ english cucumber thinly sliced ½ teaspoon rice vinegar 1¼ teaspoon sesame oil divided 1 cup fresh mung bean sprout 1 cup shredded carrot 4 cup baby spinach ½ teaspoon tamari 2 cup cooked short-grain white rice 2 fried egg or 1 cup cubed baked tofu 4 ounce sautéed shiitake mushroom optional 1 recipe gochujang sauce sesame seed sea salt kimchi optional for serving chopped scallion optional for serving,1
in a small bowl toss the cucumber slice with ½ teaspoon rice vinegar ¼ teaspoon sesame oil and a pinch of salt set aside bring a small pot of water to a boil drop in the bean sprout and cook for 1 minute drain and set aside heat ½ teaspoon sesame oil in a medium skillet over medium heat add the carrot and a pinch of salt cook stirring for 1 to 2 minute until a little bit soft and then remove from the pan and set aside heat ½ teaspoon more sesame oil in the skillet and add the spinach and tamari cook tossing for 30 second or until just wilted remove from the skillet and gently squeeze out any excess water from the spinach assemble the bowl with the rice cucumber slice bean sprout carrot and spinach top with a fried egg or baked tofu add the mushroom if using sprinkle with sesame seed and drizzle generously with the gochujang sauce serve with kimchi and scallion if desired and the remaining gochujang sauce on the side,2
so glad you loved it,0
i’d love instruction on how you’re preparing your mushroom,0
assemble each bowl with a base of cooked rice and top it with the egg place the vegetable in section around the perimeter of the bowl surrounding the egg and drizzle with the gochujang sauce when you’re ready to eat break the egg yolk and mix the component together bibimbap translates literally to mixed rice after all the runny egg yolk and sauce will combine to coat the rice and veggie which make the bowl really flavorful and fun to eat,0
this bibimbap recipe is bowl food at it best topped with gochujang sauce and seasoned veggie it fresh healthy and packed with bold flavor,0
this bibimbap recipe is bowl food at it best topped with gochujang sauce and seasoned veggie it fresh healthy and packed with bold flavor,0
2 to 3 tablespoon gochujang paste 1½ tablespoon rice vinegar 1 tablespoon sesame oil 1 tablespoon maple syrup,1
in a small bowl whisk together the gochujang paste vinegar sesame oil and maple syrup use le gochujang paste for a mild sauce use more for a spicier sauce spoon onto bibimbap bowl or use a a dressing for any veggie rice bowl,2
that’s where this gochujang sauce come in instead of using the paste on it own i mix it with sesame oil rice vinegar and pure maple syrup the resulting hot sauce is smoother and mellower than the paste but it taste is just a complex add it to korean food or spoon it over a simple rice bowl but whatever you do make it if you like hot sauce you’re going to love this recipe,0
i’m so glad you loved it,0
notify me of follow-up comment via e-mail,0
i’m so glad you enjoyed it,0
we love to eat travel cook and eat some more we create & photograph vegetarian recipe from our home in chicago while our shiba pup eat the kale stem that fall on the kitchen floor,0
1 cup uncooked white rice well rinsed 1 12 cup water 1 teaspoon extra-virgin olive oil,1
combine the rinsed rice water and olive oil in a pot and bring to a boil cover reduce the heat and simmer for 15 minute remove from the heat and let it sit covered for 10 more minute fluff with a fork,2
what doe that 1 tsp of oil do for the rice during the cooking process,0
i truly enjoy all your recipe do you use specific brand of rice to make sushi or any short grain rice i find sushi rice ha lot of starch and it’s really hard to work with it thank you,0
say goodbye to scorched pan and gummy grain and learn how to cook rice like a pro these easy stovetop method yield tender fluffy rice every time,0
say goodbye to scorched pan and gummy grain and learn how to cook rice like a pro these easy stovetop method yield tender fluffy rice every time,0
if you loved learning how to cook white rice learn how to cook one of these plant-based basic next,0
2 to 3 egg extra-virgin olive oil for the pan sea salt and freshly ground black pepper,1
crack each egg into a ramekin or small bowl brush a nonstick skillet with olive oil and heat over low heat pour in the egg cover with a clear glass lid and continue to cook over low heat for about 2 minute or until the white are set season with salt and pepper and serve hot,2
notify me of follow-up comment via e-mail,0
then check out this post for 60 healthy breakfast idea and this post for my top brunch recipe,0
sunny side up egg have to be one of the simplest food to cook nevertheless we’ve all had one that are scorched on the bottom and raw on top rubbery or just plain greasy so today i’m sharing my tried-and-true method for how to cook sunny side up egg it’s quick and easy and it doesn’t require any fancy equipment or special ingredient all you’ll need is olive oil egg and a good nonstick skillet,0
learn how to make perfect sunny side up egg every time enjoy them for breakfast or top them onto bowl burger avocado toast and more,0
learn how to make perfect sunny side up egg every time enjoy them for breakfast or top them onto bowl burger avocado toast and more,0
3 cup bread flour 14 teaspoon active dry yeast 1 12 teaspoon sea salt 1 tablespoon diced lemon peel 1 tablespoon minced rosemary 1 12 cup water 14 to 13 cup cornmeal,1
in a large bowl combine the flour yeast salt lemon and rosemary add the water and stir until blended it will be very sticky cover the bowl with plastic wrap and let rest in a warm spot 75° is ideal for 12 to 24 hour until the surface is dotted with bubble place the dough on a lightly floured surface then sprinkle with a bit more flour turn the dough over onto itself once or twice the dough will be very wet and sticky - thats ok - just dont knead the dough cover loosely and let rest for 15 minute turn the dough out onto a lightly-floured work surface lightly flour your hand and gently shape the dough into a ball without kneading it sprinkle cornmeal onto a flour sack type kitchen towel and place the dough seam side down onto the towel dust the top of the dough with more cornmeal cover with another towel and let rise until the dough is more than double in size about 2 hour 30 minute before the dough is ready heat the oven to 450°f and place a 4-quart covered dutch oven in the oven a it heat use oven mitt to carefully remove the pot from the oven turn the dough over into the pot so that it’s seam-side up if necessary shake the pan a bit to evenly distribute the dough use a sharp knife to cut three shallow slit on top of the dough cover and bake for 30 minute then uncover and bake 15 to 30 minute more until golden brown on top cool on a wire rack for 10 minute before removing from the pot,2
cool on a wire rack for 10 minute before turning out the bread slice and enjoy,0
if you’re curious about bread-making no-knead bread is a fantastic place to start this method wa made famous by jim lahey owner of sullivan street bakery in new york it’s wildly popular and for good reason unlike many bread recipe it requires no special equipment aside from a dutch oven or finicky ingredient and it take just a few minute of hands-on prep still thanks to a long slow rise the bread come out perfect every time with a gorgeous golden brown crust and chewy interior,0
turn the dough out onto a lightly-floured work surface and quickly shape the dough into a ball,0
cover with another towel and let rise until the dough is more than double in size about 2 hour,0
just add water and you’re good to go,0
8 ounce spaghetti cooked al dente 2 medium zucchini spiralized vegan meatball or plant-based ground meatball marinara sauce fresh basil extra-virgin olive oil for drizzling finely chopped fresh parsley,1
mix the spaghetti and zucchini noodle and portion into 4 bowl top with 2 to 3 meatball per bowl generous scoop of marinara basil and drizzle of olive oil season to taste with more salt and pepper garnish with parsley and serve,2
the other option is a bit more traditional instead of using ground beef or ground pork i use a plant-based ground meat substitute i mix it with smoked paprika red pepper flake dried oregano and bread crumb to make meatless meatball that taste just like the real thing with a meaty texture and smoky flavor whichever way you go you won’t be disappointed,0
just curious i’d like to try the meatball recipe but i’m not one for mushrooms… will the other ingredient hide the flavor of the mushroom lol,0
and of course my meatball are totally meat-free i offer two different plant-based meatball option below and you can’t go wrong with either if you’re someone who like to make veggie ball with well veggie you’ll love the first option my go-to mushroom meatball i cook the mushroom with balsamic vinegar and tamari to highlight their umami flavor then i pulse them together with sticky brown rice black bean walnut bread crumb and chili powder the resulting ball have a hearty texture and lightly spicy savory flavor,0
what’s more homey than spaghetti and meatball twist of pasta doused in herb-flecked marinara sauce with tender spicy meatball balanced on top… on a cold night there’s not much that sound better,0
and of course my meatball are totally meat-free i offer two different plant-based meatball option below and you can’t go wrong with either if you’re someone who like to make veggie ball with well veggie you’ll love the first option my go-to mushroom meatball i cook the mushroom with balsamic vinegar and tamari to highlight their umami flavor then i pulse them together with sticky brown rice black bean walnut bread crumb and chili powder the resulting ball have a hearty texture and lightly spicy savory flavor,0
½ cup raw cashew 2 tablespoon nutritional yeast ½ teaspoon sea salt ½ teaspoon lemon zest,1
place the cashew nutritional yeast salt and lemon zest in a small food processor pulse until the mixture resembles a coarse meal and ha a soft crumbly texture store in the fridge for up to 5 day freeze after that,2
we love to eat travel cook and eat some more we create & photograph vegetarian recipe from our home in chicago while our shiba pup eat the kale stem that fall on the kitchen floor,0
this recipe sound absolutely delicious i love how the majority of your recipe are super healthy and nutritional even if it’s pasta i can’t wait to try it out at home,0
what is the serving size for calorie fat salt etc,0
pulse the ingredient in a small food processor until they form a coarse meal with a soft crumbly texture be careful not to process the vegan parmesan cheese for too long or the mixture will turn into cashew butter,0
how do you like to use vegan parm let me know in the comment,0
8 ounce tempeh sliced into 12 strip and steamed 6 tablespoon hoisin sauce 3 tablespoon sriracha 1 teaspoon grated fresh ginger 1 teaspoon lime zest avocado slice sliced cucumber andor carrot mint or cilantro diced thai chile lime wedge for serving,1
make the bao bun in a small bowl combine the yeast sugar and water and stir set aside for 5 minute or until the yeast is foamy in a large bowl combine the flour baking powder baking soda and salt add the avocado oil and the yeast mixture and mix to form a rough ball adding 1 to 2 tablespoon more water if the dough is too dry transfer to a lightly floured surface shape into a ball and vigorously knead it until it’s smooth and elastic about 5 minute brush the inside of a bowl with a little oil and place the dough inside cover and set it aside in a warm place for 45 minute note it won’t rise a much a other traditional yeasted dough make the tempeh filling preheat the oven to 425°f and line a baking sheet with parchment paper in a small bowl whisk together the hoisin sauce sriracha ginger and lime zest reserve half of the sauce for serving and toss the remaining half with the tempeh slice and set aside for 20 minute to marinate place the tempeh on the baking sheet and bake for 10 to 12 minute or until browned around the edge finish the bun cut twelve 4-inch square of parchment paper and place them on a large baking sheet transfer the dough to a clean work surface and roll out evenly to ¼ inch thickness use a 3-inch glass to cut out circle of dough and place them on the paper square brush the top with a little oil then fold each circle in half and gently press down flattening just a bit so that the half stick together but you still have a puffy bun shape cover with plastic wrap and let rest for 1 hour until puffed transfer to a bamboo steamer set over a pan with 1-inch water bring the water to a simmer cover and steam until puffed 9 to 11 minute work in batch assemble squeeze a little lime juice over the avocado cucumber and carrot assemble each bun with the tempeh spooning a little sauce over each tempeh piece the avocado veggie herb and chile serve with remaining sauce on the side and lime slice for squeezing,2
i want to make this it sound so yummy but i do not have a bamboo steamer nor do i want to get one alternative,0
your email address will not be published required field are marked,0
comment,0
if you ask me they’re the perfect couple cooking project one person jack can make the dough while the other me can whip up a fun fresh filling then combine the two to make a delicious date night meal,0
very salty and texture is off have made many bun before and these were not good,0
4 very thin lemon slice 1 tablespoon extra-virgin olive oil 1 garlic clove minced 1 tablespoon lemon juice 6 ounce linguine pasta 1 12 cup arugula 1 tablespoon fresh thyme 1 cup roasted tomato 3 ounce fresh mozzarella torn ¼ cup toasted pine nut ½ cup fresh basil or dollop of pesto sea salt and freshly ground black pepper,1
